Symbol,Side,Qty,Fill Price,Commission,Closing Time,Status
ETHUSDT,Buy,1.5,3064.27,0.68,2025-09-02T16:00:00.000Z,Filled
SPY,Sell,80,566.15,0.4,2025-09-02T16:15:00.000Z,Filled
SOLUSDT,Sell,45,166.59,1.12,2025-09-02T17:20:00.000Z,Filled
SOLUSDT,Buy,22.5,164.82,0.56,2025-09-02T18:44:00.000Z,Filled
SOLUSDT,Buy,22.5,163.86,0.56,2025-09-02T19:40:00.000Z,Filled
AMD,Buy,200,143.33,1,2025-09-03T13:38:00.000Z,Filled
AMD,Sell,200,142.58,1,2025-09-03T13:41:00.000Z,Filled
QQQ,Sell,60,498.16,0.3,2025-09-03T14:35:00.000Z,Filled
QQQ,Buy,60,490.3,0.3,2025-09-03T14:43:00.000Z,Filled
TSLA,Sell,30,267.77,0.25,2025-09-03T18:15:00.000Z,Filled
TSLA,Buy,30,264.87,0.25,2025-09-03T18:30:00.000Z,Filled
SOLUSDT,Sell,60,163.97,1.48,2025-09-04T07:48:00.000Z,Filled
SOLUSDT,Buy,30,164.88,0.74,2025-09-04T08:33:00.000Z,Filled
SOLUSDT,Buy,30,165.37,0.74,2025-09-04T09:03:00.000Z,Filled
TSLA,Buy,60,269.46,0.3,2025-09-04T15:50:00.000Z,Filled
TSLA,Sell,30,267.6,0.25,2025-09-04T15:54:48.000Z,Filled
TSLA,Sell,30,266.61,0.25,2025-09-04T15:58:00.000Z,Filled
AAPL,Buy,200,214.81,1,2025-09-04T18:18:00.000Z,Filled
AAPL,Sell,200,212.77,1,2025-09-04T19:33:00.000Z,Filled
IWM,Buy,160,221.8,1.6,2025-09-05T15:00:00.000Z,Filled
IWM,Sell,160,221.82,1.6,2025-09-05T15:15:00.000Z,Filled
TSLA,Buy,30,274.35,0.25,2025-09-05T17:21:00.000Z,Filled
TSLA,Sell,30,272.43,0.25,2025-09-05T17:56:00.000Z,Filled
BTCUSDT,Sell,0.05,89138.92,0.67,2025-09-07T17:02:00.000Z,Filled
MSFT,Sell,25,409.68,0.25,2025-09-08T13:42:00.000Z,Filled
MSFT,Sell,25,409.02,0.25,2025-09-08T13:43:36.000Z,Filled
MSFT,Buy,50,406.38,0.25,2025-09-08T13:50:00.000Z,Filled
NVDA,Sell,120,130.14,0.6,2025-09-08T14:55:00.000Z,Filled
NVDA,Buy,60,128.72,0.3,2025-09-08T15:40:00.000Z,Filled
NVDA,Buy,60,127.96,0.3,2025-09-08T16:10:00.000Z,Filled
TSLA,Buy,90,276.51,0.45,2025-09-09T14:31:00.000Z,Filled
TSLA,Sell,45,274.82,0.25,2025-09-09T15:55:00.000Z,Filled
META,Sell,60,594.99,0.3,2025-09-09T15:59:00.000Z,Filled
META,Buy,60,585.59,0.3,2025-09-09T16:02:00.000Z,Filled
TSLA,Sell,45,273.92,0.25,2025-09-09T16:51:00.000Z,Filled
MSFT,Buy,37.5,427.59,0.25,2025-09-09T17:29:00.000Z,Filled
MSFT,Buy,37.5,428.93,0.25,2025-09-09T17:44:00.000Z,Filled
MSFT,Sell,75,434.27,0.38,2025-09-09T18:44:00.000Z,Filled
SOLUSDT,Buy,22.5,162.49,0.55,2025-09-10T13:02:00.000Z,Filled
SOLUSDT,Buy,22.5,162.23,0.55,2025-09-10T13:30:00.000Z,Filled
MSFT,Buy,75,428.82,0.38,2025-09-10T14:08:00.000Z,Filled
SOLUSDT,Sell,22.5,161.64,0.55,2025-09-10T14:26:00.000Z,Filled
MSFT,Sell,37.5,430.16,0.25,2025-09-10T14:29:00.000Z,Filled
MSFT,Sell,37.5,430.89,0.25,2025-09-10T14:43:00.000Z,Filled
SOLUSDT,Sell,22.5,161.18,0.55,2025-09-10T15:22:00.000Z,Filled
AMZN,Buy,200,204.7,1,2025-09-10T15:46:00.000Z,Filled
AMZN,Sell,200,202.49,1,2025-09-10T18:06:00.000Z,Filled
MSFT,Sell,50,412.85,0.5,2025-09-11T15:01:00.000Z,Filled
MSFT,Buy,50,412.83,0.5,2025-09-11T15:09:00.000Z,Filled
NVDA,Buy,180,131.99,0.9,2025-09-12T15:41:00.000Z,Filled
AMZN,Sell,50,207.94,0.25,2025-09-12T16:46:00.000Z,Filled
BTCUSDT,Buy,0.05,87702.06,0.67,2025-09-12T17:02:00.000Z,Filled
AMZN,Buy,25,209.14,0.25,2025-09-12T17:31:00.000Z,Filled
AMZN,Buy,25,209.79,0.25,2025-09-12T18:01:00.000Z,Filled
MSFT,Buy,75,420.79,0.75,2025-09-12T18:17:00.000Z,Filled
MSFT,Sell,75,420.81,0.75,2025-09-12T19:32:00.000Z,Filled
BTCUSDT,Buy,0.15,89879.88,2.02,2025-09-14T15:27:00.000Z,Filled
BTCUSDT,Sell,0.075,90361.61,1.01,2025-09-14T15:28:48.000Z,Filled
BTCUSDT,Sell,0.075,90621,1.01,2025-09-14T15:30:00.000Z,Filled
BTCUSDT,Sell,0.1,92178.89,1.38,2025-09-15T07:57:00.000Z,Filled
BTCUSDT,Buy,0.05,92701.74,0.69,2025-09-15T08:42:00.000Z,Filled
BTCUSDT,Buy,0.05,92983.27,0.69,2025-09-15T09:12:00.000Z,Filled
AMD,Sell,50,146.55,0.25,2025-09-15T14:43:00.000Z,Filled
AMD,Sell,50,146.24,0.25,2025-09-15T14:50:00.000Z,Filled
AMD,Buy,100,145,0.5,2025-09-15T15:18:00.000Z,Filled
NVDA,Sell,180,131.32,0.9,2025-09-15T15:55:00.000Z,Filled
SPY,Buy,10,552.49,0.25,2025-09-16T14:18:00.000Z,Filled
SPY,Buy,10,552.04,0.25,2025-09-16T14:18:36.000Z,Filled
SPY,Sell,20,550.24,0.25,2025-09-16T14:21:00.000Z,Filled
AMD,Buy,200,146.91,1,2025-09-16T14:52:00.000Z,Filled
AAPL,Buy,150,206.68,0.75,2025-09-16T14:58:00.000Z,Filled
AMD,Sell,200,146.33,1,2025-09-16T15:07:00.000Z,Filled
AAPL,Sell,150,208.12,0.75,2025-09-16T16:13:00.000Z,Filled
MSFT,Sell,25,416.52,0.25,2025-09-18T16:30:00.000Z,Filled
MSFT,Buy,25,416.5,0.25,2025-09-18T17:05:00.000Z,Filled
NVDA,Sell,90,128.82,0.45,2025-09-18T17:33:00.000Z,Filled
NVDA,Sell,90,128.62,0.45,2025-09-18T17:48:00.000Z,Filled
NVDA,Buy,90,128.19,0.45,2025-09-18T18:18:00.000Z,Filled
NVDA,Buy,90,127.84,0.45,2025-09-18T18:48:00.000Z,Filled
SOLUSDT,Sell,7.5,160.24,0.25,2025-09-20T06:43:00.000Z,Filled
SOLUSDT,Sell,7.5,160,0.25,2025-09-20T06:46:00.000Z,Filled
SOLUSDT,Buy,15,159.05,0.36,2025-09-20T06:58:00.000Z,Filled
ETHUSDT,Buy,1.5,3046.97,0.69,2025-09-21T02:52:00.000Z,Filled
ETHUSDT,Buy,1.5,3055.34,0.69,2025-09-21T03:07:00.000Z,Filled
ETHUSDT,Sell,1.5,3074.18,0.69,2025-09-21T03:37:00.000Z,Filled
ETHUSDT,Sell,1.5,3088.83,0.69,2025-09-21T04:07:00.000Z,Filled
AMD,Sell,200,153.81,1,2025-09-22T15:26:00.000Z,Filled
AMD,Buy,100,154.62,0.5,2025-09-22T15:30:48.000Z,Filled
AMD,Buy,100,155.05,0.5,2025-09-22T15:34:00.000Z,Filled
MSFT,Sell,12.5,435.09,0.25,2025-09-23T14:34:00.000Z,Filled
MSFT,Sell,12.5,434.21,0.25,2025-09-23T15:02:00.000Z,Filled
SPY,Sell,60,584.47,0.3,2025-09-23T15:10:00.000Z,Filled
NVDA,Sell,60,126.1,0.3,2025-09-23T16:32:00.000Z,Filled
SPY,Buy,30,580.74,0.25,2025-09-23T16:34:00.000Z,Filled
NVDA,Sell,60,126.38,0.3,2025-09-23T16:35:00.000Z,Filled
NVDA,Buy,120,127.48,0.6,2025-09-23T16:47:00.000Z,Filled
MSFT,Buy,25,430.68,0.25,2025-09-23T16:54:00.000Z,Filled
SPY,Buy,30,578.73,0.25,2025-09-23T17:30:00.000Z,Filled
IWM,Sell,60,223.65,0.3,2025-09-24T17:38:00.000Z,Filled
AMZN,Buy,100,202.08,0.5,2025-09-24T17:49:00.000Z,Filled
AMZN,Buy,100,202.67,0.5,2025-09-24T17:56:00.000Z,Filled
IWM,Sell,60,223.85,0.3,2025-09-24T18:05:24.000Z,Filled
AMZN,Sell,100,204,0.5,2025-09-24T18:10:00.000Z,Filled
AMZN,Sell,100,205.03,0.5,2025-09-24T18:24:00.000Z,Filled
IWM,Buy,60,224.3,0.3,2025-09-24T19:00:12.000Z,Filled
IWM,Buy,60,224.65,0.3,2025-09-24T19:55:00.000Z,Filled
SOLUSDT,Sell,22.5,157.77,0.53,2025-09-26T15:34:00.000Z,Filled
SOLUSDT,Sell,22.5,157.61,0.53,2025-09-26T15:49:00.000Z,Filled
SOLUSDT,Buy,45,156.98,1.06,2025-09-26T16:49:00.000Z,Filled
SOLUSDT,Sell,7.5,167.88,0.25,2025-09-27T00:35:00.000Z,Filled
SOLUSDT,Sell,7.5,168.24,0.25,2025-09-27T00:35:36.000Z,Filled
SOLUSDT,Buy,7.5,169.06,0.25,2025-09-27T00:36:48.000Z,Filled
SOLUSDT,Buy,7.5,169.7,0.25,2025-09-27T00:38:00.000Z,Filled
QQQ,Buy,40,476.36,0.25,2025-09-30T13:44:00.000Z,Filled
QQQ,Sell,20,473.44,0.25,2025-09-30T13:53:00.000Z,Filled
QQQ,Sell,20,471.86,0.25,2025-09-30T13:59:00.000Z,Filled
SOLUSDT,Sell,60,161.03,1.45,2025-10-05T11:10:00.000Z,Filled
AMD,Buy,100,144.8,0.5,2025-10-06T17:18:00.000Z,Filled
AAPL,Buy,150,218.71,0.75,2025-10-07T15:26:00.000Z,Filled
AMD,Sell,100,143.65,0.5,2025-10-07T15:56:00.000Z,Filled
MSFT,Buy,100,431.42,0.5,2025-10-07T16:19:00.000Z,Filled
AMD,Sell,150,149.43,1.5,2025-10-07T16:27:00.000Z,Filled
AMD,Buy,150,149.41,1.5,2025-10-07T16:35:00.000Z,Filled
TSLA,Sell,30,273.58,0.25,2025-10-07T17:23:00.000Z,Filled
TSLA,Buy,30,275.09,0.25,2025-10-07T17:38:00.000Z,Filled
MSFT,Sell,100,428.9,0.5,2025-10-07T18:39:00.000Z,Filled
SOLUSDT,Buy,60,160.34,1.45,2025-10-08T11:10:00.000Z,Filled
BTCUSDT,Buy,0.025,88120.93,0.33,2025-10-09T03:59:00.000Z,Filled
BTCUSDT,Buy,0.025,87968.92,0.33,2025-10-09T04:14:00.000Z,Filled
BTCUSDT,Sell,0.05,87360.88,0.66,2025-10-09T05:14:00.000Z,Filled
QQQ,Buy,80,515.23,0.4,2025-10-10T14:56:00.000Z,Filled
BTCUSDT,Buy,0.05,94812.85,0.71,2025-10-13T03:45:00.000Z,Filled
BTCUSDT,Sell,0.05,94427.8,0.71,2025-10-13T03:53:00.000Z,Filled
MSFT,Sell,50,429.62,0.25,2025-10-13T15:08:00.000Z,Filled
META,Buy,45,558.91,0.45,2025-10-13T15:35:00.000Z,Filled
QQQ,Sell,80,513.7,0.4,2025-10-13T16:12:00.000Z,Filled
META,Sell,45,558.93,0.45,2025-10-13T16:50:00.000Z,Filled
AMZN,Sell,25,206.77,0.25,2025-10-13T18:00:00.000Z,Filled
AMZN,Sell,25,207.17,0.25,2025-10-13T18:23:00.000Z,Filled
AMZN,Buy,25,208.08,0.25,2025-10-13T19:09:00.000Z,Filled
AMZN,Buy,25,208.79,0.25,2025-10-13T19:55:00.000Z,Filled
QQQ,Buy,80,486.75,0.4,2025-10-14T13:50:00.000Z,Filled
QQQ,Sell,40,484.22,0.25,2025-10-14T15:14:00.000Z,Filled
QQQ,Sell,40,482.85,0.25,2025-10-14T16:10:00.000Z,Filled
ETHUSDT,Buy,4,3103.03,1.86,2025-10-15T06:45:00.000Z,Filled
ETHUSDT,Sell,4,3091.65,1.86,2025-10-15T07:00:00.000Z,Filled
AAPL,Sell,150,218.06,0.75,2025-10-15T14:39:00.000Z,Filled
AMD,Sell,50,147.08,0.25,2025-10-15T16:39:00.000Z,Filled
META,Buy,60,586.87,0.3,2025-10-17T15:25:00.000Z,Filled
META,Sell,60,594.25,0.3,2025-10-17T16:00:00.000Z,Filled
AMD,Buy,50,148.29,0.25,2025-10-20T14:26:00.000Z,Filled
MSFT,Buy,50,432.87,0.25,2025-10-20T14:51:00.000Z,Filled
QQQ,Buy,40,481.41,0.25,2025-10-20T14:55:00.000Z,Filled
QQQ,Sell,40,479.14,0.25,2025-10-20T16:10:00.000Z,Filled
AAPL,Sell,100,206.72,0.5,2025-10-20T16:52:00.000Z,Filled
AAPL,Sell,100,206.26,0.5,2025-10-20T17:20:00.000Z,Filled
AAPL,Buy,200,204.42,1,2025-10-20T19:12:00.000Z,Filled
ETHUSDT,Buy,2,3090.25,0.93,2025-10-21T04:01:00.000Z,Filled
ETHUSDT,Sell,2,3119.26,0.93,2025-10-21T05:16:00.000Z,Filled
BTCUSDT,Sell,0.2,93634.24,0.002,2025-10-22T14:59:00.000Z,Filled
BTCUSDT,Buy,0.2,93634.22,0.002,2025-10-22T15:34:00.000Z,Filled
NVDA,Buy,120,133.47,0.6,2025-10-22T17:05:00.000Z,Filled
NVDA,Sell,120,134.7,0.6,2025-10-22T17:40:00.000Z,Filled
AAPL,Buy,50,210.53,0.25,2025-10-24T13:51:00.000Z,Filled
AAPL,Sell,50,208.68,0.25,2025-10-24T14:06:00.000Z,Filled
AAPL,Buy,100,213.76,0.5,2025-10-24T15:16:00.000Z,Filled
AAPL,Sell,100,212.72,0.5,2025-10-24T15:19:00.000Z,Filled
AMZN,Buy,25,198.71,0.25,2025-10-24T15:35:00.000Z,Filled
AMZN,Buy,25,198.6,0.25,2025-10-24T15:36:36.000Z,Filled
AMZN,Sell,50,198.15,0.25,2025-10-24T15:43:00.000Z,Filled
AAPL,Sell,25,216.55,0.25,2025-10-24T17:47:00.000Z,Filled
AAPL,Sell,25,216.7,0.25,2025-10-24T18:02:00.000Z,Filled
AAPL,Buy,50,217.31,0.25,2025-10-24T19:02:00.000Z,Filled
AMD,Buy,200,146.15,1,2025-10-27T18:09:00.000Z,Filled
META,Buy,15,597.09,0.25,2025-10-28T14:56:00.000Z,Filled
META,Buy,15,596.67,0.25,2025-10-28T15:24:00.000Z,Filled
META,Sell,15,595.73,0.25,2025-10-28T16:20:00.000Z,Filled
AAPL,Sell,50,209.42,0.25,2025-10-28T17:09:00.000Z,Filled
AAPL,Sell,50,209.55,0.25,2025-10-28T17:10:36.000Z,Filled
AAPL,Buy,50,209.84,0.25,2025-10-28T17:13:48.000Z,Filled
META,Sell,15,594.99,0.25,2025-10-28T17:16:00.000Z,Filled
AAPL,Buy,50,210.06,0.25,2025-10-28T17:17:00.000Z,Filled
MSFT,Buy,100,410.2,0.5,2025-10-28T18:09:00.000Z,Filled
META,Buy,30,577.61,0.25,2025-10-29T13:50:00.000Z,Filled
MSFT,Sell,100,405.7,0.5,2025-10-29T15:59:00.000Z,Filled
META,Sell,30,571.47,0.25,2025-10-29T16:10:00.000Z,Filled
IWM,Sell,160,212.42,0.8,2025-10-29T17:20:00.000Z,Filled
IWM,Buy,160,214.51,0.8,2025-10-29T18:35:00.000Z,Filled
AMD,Sell,200,145.18,1,2025-10-30T14:46:00.000Z,Filled
SPY,Sell,20,589.78,0.25,2025-10-30T15:25:00.000Z,Filled
SPY,Sell,20,588.96,0.25,2025-10-30T15:40:00.000Z,Filled
SPY,Buy,20,587.11,0.25,2025-10-30T16:10:00.000Z,Filled
SPY,Buy,20,585.67,0.25,2025-10-30T16:40:00.000Z,Filled
ETHUSDT,Buy,0.5,3271.9,0.25,2025-11-02T17:47:00.000Z,Filled
ETHUSDT,Buy,0.5,3267.06,0.25,2025-11-02T17:47:36.000Z,Filled
ETHUSDT,Sell,1,3247.7,0.49,2025-11-02T17:50:00.000Z,Filled
AMD,Sell,50,150.24,0.25,2025-11-04T16:49:00.000Z,Filled
AAPL,Buy,75,218.85,0.38,2025-11-04T17:31:00.000Z,Filled
AAPL,Buy,75,218.7,0.38,2025-11-04T17:59:00.000Z,Filled
AMD,Buy,25,150.47,0.25,2025-11-04T18:13:00.000Z,Filled
AMD,Buy,25,150.6,0.25,2025-11-04T19:09:00.000Z,Filled
AAPL,Sell,150,218.11,0.75,2025-11-04T19:51:00.000Z,Filled
ETHUSDT,Buy,4,3210.5,1.93,2025-11-05T08:02:00.000Z,Filled
ETHUSDT,Sell,4,3184.79,1.93,2025-11-05T09:17:00.000Z,Filled
NVDA,Buy,60,126.92,0.3,2025-11-05T14:47:00.000Z,Filled
NVDA,Sell,30,127.61,0.25,2025-11-05T15:32:00.000Z,Filled
NVDA,Sell,30,127.98,0.25,2025-11-05T16:02:00.000Z,Filled
META,Buy,60,584.58,0.3,2025-11-05T17:06:00.000Z,Filled
MSFT,Buy,25,429.24,0.25,2025-11-05T19:11:00.000Z,Filled
META,Sell,60,593.38,0.3,2025-11-05T19:26:00.000Z,Filled
MSFT,Sell,12.5,426.74,0.25,2025-11-05T19:56:00.000Z,Filled
MSFT,Sell,12.5,425.39,0.25,2025-11-05T20:26:00.000Z,Filled
META,Buy,45,605.35,0.25,2025-11-06T18:20:00.000Z,Filled
META,Sell,45,613.16,0.25,2025-11-06T20:40:00.000Z,Filled
TSLA,Buy,60,292.86,0.3,2025-11-07T17:47:00.000Z,Filled
TSLA,Sell,60,294.81,0.3,2025-11-07T18:22:00.000Z,Filled
SOLUSDT,Sell,60,163.62,1.47,2025-11-09T06:23:00.000Z,Filled
SOLUSDT,Buy,60,162.88,1.47,2025-11-09T06:38:00.000Z,Filled
AMZN,Buy,150,203.99,0.75,2025-11-10T18:43:00.000Z,Filled
TSLA,Sell,30,281.93,0.25,2025-11-10T19:01:00.000Z,Filled
BTCUSDT,Sell,0.1,91008.33,1.37,2025-11-10T19:53:00.000Z,Filled
BTCUSDT,Buy,0.1,90461.78,1.37,2025-11-10T20:28:00.000Z,Filled
MSFT,Sell,12.5,432.16,0.25,2025-11-11T14:36:00.000Z,Filled
MSFT,Sell,12.5,431.14,0.25,2025-11-11T14:51:00.000Z,Filled
AMZN,Sell,150,206.07,0.75,2025-11-11T15:09:00.000Z,Filled
MSFT,Buy,25,427.07,0.25,2025-11-11T15:51:00.000Z,Filled
AMD,Buy,75,149.24,0.38,2025-11-11T16:16:00.000Z,Filled
AMD,Buy,75,149.13,0.38,2025-11-11T16:23:00.000Z,Filled
TSLA,Buy,30,283.72,0.25,2025-11-11T16:44:00.000Z,Filled
AMD,Sell,150,148.71,0.75,2025-11-11T16:51:00.000Z,Filled
QQQ,Sell,60,494.57,0.3,2025-11-11T16:57:00.000Z,Filled
QQQ,Buy,30,496.16,0.25,2025-11-11T16:58:48.000Z,Filled
QQQ,Buy,30,497.01,0.25,2025-11-11T17:00:00.000Z,Filled
AAPL,Buy,150,222.87,1.5,2025-11-11T17:25:00.000Z,Filled
AAPL,Sell,150,222.89,1.5,2025-11-11T17:28:00.000Z,Filled
META,Buy,15,570.16,0.25,2025-11-13T16:26:00.000Z,Filled
META,Buy,15,571.32,0.25,2025-11-13T16:41:00.000Z,Filled
META,Sell,15,573.95,0.25,2025-11-13T17:11:00.000Z,Filled
META,Sell,15,575.98,0.25,2025-11-13T17:41:00.000Z,Filled
AAPL,Buy,75,210.35,0.38,2025-11-14T15:07:00.000Z,Filled
AAPL,Buy,75,210.57,0.38,2025-11-14T15:07:36.000Z,Filled
AAPL,Sell,150,211.46,0.75,2025-11-14T15:10:00.000Z,Filled
QQQ,Buy,20,488,0.25,2025-11-14T18:38:00.000Z,Filled
IWM,Buy,80,213.11,0.4,2025-11-14T18:59:00.000Z,Filled
QQQ,Buy,20,487.64,0.25,2025-11-14T19:05:24.000Z,Filled
QQQ,Sell,20,486.84,0.25,2025-11-14T20:00:12.000Z,Filled
IWM,Sell,80,215.6,0.4,2025-11-14T20:14:00.000Z,Filled
QQQ,Sell,20,486.21,0.25,2025-11-14T20:55:00.000Z,Filled
SOLUSDT,Buy,7.5,167.76,0.25,2025-11-16T13:23:00.000Z,Filled
SOLUSDT,Buy,7.5,167.9,0.25,2025-11-16T13:26:00.000Z,Filled
SOLUSDT,Sell,15,168.45,0.38,2025-11-16T13:38:00.000Z,Filled
AAPL,Buy,200,218.59,1,2025-11-17T14:41:00.000Z,Filled
AAPL,Sell,100,218,0.5,2025-11-17T14:42:48.000Z,Filled
AAPL,Sell,100,217.68,0.5,2025-11-17T14:44:00.000Z,Filled
MSFT,Buy,75,439.07,0.38,2025-11-17T18:41:00.000Z,Filled
MSFT,Sell,37.5,437.3,0.25,2025-11-17T18:45:48.000Z,Filled
MSFT,Sell,37.5,436.35,0.25,2025-11-17T18:49:00.000Z,Filled
BTCUSDT,Buy,0.05,95238.85,0.71,2025-11-19T13:08:00.000Z,Filled
BTCUSDT,Sell,0.05,94591.22,0.71,2025-11-19T14:23:00.000Z,Filled
SPY,Buy,40,567.05,0.25,2025-11-19T15:11:00.000Z,Filled
IWM,Buy,40,225.55,0.25,2025-11-19T17:10:00.000Z,Filled
IWM,Sell,20,226.55,0.25,2025-11-19T17:31:00.000Z,Filled
SPY,Sell,40,573.67,0.25,2025-11-19T17:31:00.000Z,Filled
IWM,Sell,20,227.09,0.25,2025-11-19T17:45:00.000Z,Filled
AAPL,Sell,100,221.99,0.5,2025-11-20T14:56:00.000Z,Filled
AAPL,Buy,50,220.77,0.25,2025-11-20T16:20:00.000Z,Filled
AAPL,Buy,50,220.11,0.25,2025-11-20T17:16:00.000Z,Filled
TSLA,Sell,15,293.81,0.25,2025-11-21T15:18:00.000Z,Filled
TSLA,Sell,15,292.99,0.25,2025-11-21T15:19:36.000Z,Filled
TSLA,Buy,30,289.73,0.25,2025-11-21T15:26:00.000Z,Filled
ETHUSDT,Sell,2,3349.27,1,2025-11-23T12:44:00.000Z,Filled
ETHUSDT,Buy,2,3374.77,1,2025-11-23T13:19:00.000Z,Filled
NVDA,Buy,180,134.34,0.9,2025-11-24T15:47:00.000Z,Filled
NVDA,Sell,180,135,0.9,2025-11-24T15:50:00.000Z,Filled
AAPL,Sell,150,213.7,0.75,2025-11-24T18:10:00.000Z,Filled
AAPL,Buy,150,212.72,0.75,2025-11-25T16:04:00.000Z,Filled
MSFT,Buy,75,427.09,0.38,2025-11-26T17:14:00.000Z,Filled
MSFT,Sell,75,425.59,0.38,2025-11-26T17:17:00.000Z,Filled
SOLUSDT,Sell,15,169.09,0.38,2025-11-27T11:37:00.000Z,Filled
SOLUSDT,Buy,7.5,169.35,0.25,2025-11-27T11:58:00.000Z,Filled
SOLUSDT,Buy,7.5,169.49,0.25,2025-11-27T12:12:00.000Z,Filled
ETHUSDT,Buy,4,3261.07,1.96,2025-12-01T04:11:00.000Z,Filled
AAPL,Buy,75,222.81,0.38,2025-12-01T14:50:00.000Z,Filled
AAPL,Buy,75,222.69,0.38,2025-12-01T14:53:00.000Z,Filled
AAPL,Sell,75,222.42,0.38,2025-12-01T14:59:00.000Z,Filled
AAPL,Sell,75,222.22,0.38,2025-12-01T15:05:00.000Z,Filled
TSLA,Buy,120,280.09,0.6,2025-12-01T16:59:00.000Z,Filled
TSLA,Sell,120,279.19,0.6,2025-12-01T17:02:00.000Z,Filled
AAPL,Sell,50,221.73,0.25,2025-12-01T18:40:00.000Z,Filled
BTCUSDT,Sell,0.2,89757.66,0.002,2025-12-02T16:11:00.000Z,Filled
BTCUSDT,Buy,0.2,89757.64,0.002,2025-12-02T16:19:00.000Z,Filled
TSLA,Buy,45,288.16,0.25,2025-12-02T17:18:00.000Z,Filled
TSLA,Buy,45,288.71,0.25,2025-12-02T17:19:36.000Z,Filled
TSLA,Sell,45,289.96,0.25,2025-12-02T17:22:48.000Z,Filled
TSLA,Sell,45,290.93,0.25,2025-12-02T17:26:00.000Z,Filled
NVDA,Buy,120,128.86,0.6,2025-12-02T18:38:00.000Z,Filled
NVDA,Buy,120,128.68,0.6,2025-12-02T18:45:00.000Z,Filled
NVDA,Sell,120,128.28,0.6,2025-12-02T18:59:00.000Z,Filled
NVDA,Sell,120,127.96,0.6,2025-12-02T19:13:00.000Z,Filled
IWM,Buy,20,221.24,0.25,2025-12-03T15:45:00.000Z,Filled
IWM,Buy,20,220.94,0.25,2025-12-03T15:48:00.000Z,Filled
IWM,Sell,40,219.72,0.25,2025-12-03T16:00:00.000Z,Filled
IWM,Sell,40,218.32,0.25,2025-12-03T17:39:00.000Z,Filled
IWM,Sell,40,217.75,0.25,2025-12-03T17:40:36.000Z,Filled
IWM,Buy,80,215.49,0.4,2025-12-03T17:47:00.000Z,Filled
AMZN,Sell,50,213.85,0.25,2025-12-04T14:57:00.000Z,Filled
AMZN,Buy,50,212.73,0.25,2025-12-04T15:00:00.000Z,Filled
TSLA,Buy,60,289.43,0.3,2025-12-04T17:18:00.000Z,Filled
TSLA,Buy,60,289.03,0.3,2025-12-04T17:19:36.000Z,Filled
TSLA,Sell,120,287.44,0.6,2025-12-04T17:26:00.000Z,Filled
ETHUSDT,Sell,4,3272.2,1.96,2025-12-06T04:11:00.000Z,Filled
TSLA,Buy,120,279.12,0.6,2025-12-08T17:48:00.000Z,Filled
TSLA,Sell,120,282.76,0.6,2025-12-08T18:23:00.000Z,Filled
SOLUSDT,Buy,15,160.58,0.36,2025-12-09T15:44:00.000Z,Filled
SOLUSDT,Sell,7.5,160.98,0.25,2025-12-09T15:45:48.000Z,Filled
SOLUSDT,Sell,7.5,161.19,0.25,2025-12-09T15:47:00.000Z,Filled
QQQ,Buy,80,496.59,0.4,2025-12-09T16:37:00.000Z,Filled
QQQ,Sell,40,494.56,0.25,2025-12-09T16:38:48.000Z,Filled
QQQ,Sell,40,493.47,0.25,2025-12-09T16:40:00.000Z,Filled
AAPL,Buy,50,219.04,0.25,2025-12-09T16:49:00.000Z,Filled
NVDA,Buy,120,135.98,0.6,2025-12-09T17:20:00.000Z,Filled
TSLA,Buy,30,288.75,0.25,2025-12-09T17:30:00.000Z,Filled
TSLA,Sell,30,287.79,0.25,2025-12-09T18:05:00.000Z,Filled
NVDA,Sell,60,135.32,0.3,2025-12-09T18:44:00.000Z,Filled
NVDA,Sell,60,134.97,0.3,2025-12-09T19:40:00.000Z,Filled
BTCUSDT,Sell,0.1,94355.71,1.42,2025-12-10T03:50:00.000Z,Filled
BTCUSDT,Buy,0.1,93102.75,1.42,2025-12-10T05:05:00.000Z,Filled
MSFT,Buy,75,442.68,0.38,2025-12-10T15:09:00.000Z,Filled
MSFT,Sell,75,440.48,0.38,2025-12-10T15:17:00.000Z,Filled
IWM,Buy,120,227.68,0.6,2025-12-10T15:31:00.000Z,Filled
IWM,Sell,60,229.58,0.3,2025-12-10T15:35:48.000Z,Filled
IWM,Sell,60,230.6,0.3,2025-12-10T15:39:00.000Z,Filled
BTCUSDT,Buy,0.05,94564.66,0.71,2025-12-11T01:01:00.000Z,Filled
BTCUSDT,Buy,0.05,94877.52,0.71,2025-12-11T01:02:36.000Z,Filled
BTCUSDT,Sell,0.05,95581.45,0.71,2025-12-11T01:05:48.000Z,Filled
BTCUSDT,Sell,0.05,96128.95,0.71,2025-12-11T01:09:00.000Z,Filled
NVDA,Sell,240,134.74,1.2,2025-12-11T15:23:00.000Z,Filled
AMD,Buy,200,152.76,1,2025-12-11T19:11:00.000Z,Filled
AMD,Sell,100,151.87,0.5,2025-12-11T19:32:00.000Z,Filled
AMD,Sell,100,151.4,0.5,2025-12-11T19:46:00.000Z,Filled
MSFT,Buy,37.5,438.43,0.25,2025-12-12T17:39:00.000Z,Filled
MSFT,Buy,37.5,439.86,0.25,2025-12-12T18:07:00.000Z,Filled
AAPL,Sell,50,211.91,0.25,2025-12-12T18:23:00.000Z,Filled
